id transaction;user_id;pet id;service id;currency;donation;service category id
6077;14;4;14;rub;60;2
6078;14;3;5;rub;50;1
6079;14;7;23;rub;30;2
6080;15;3;16;rub;75;3
6080;15;3;13;rub;20;4
6081;15;3;5;rub;50;1
6082;15;4;9;rub;30;2
6082;15;4;17;rub;35;1
6082;15;4;13;rub;15;4
6082;15;4;18;rub;200;1
6082;15;4;21;rub;50;1
6082;15;5;9;rub;30;2
6082;15;5;13;rub;15;4
6082;15;5;18;rub;200;1
6082;15;5;24;rub;85;1
6082;15;3;5;rub;50;1
6082;15;3;8;rub;30;2
6082;15;3;13;rub;20;4
6082;15;3;15;rub;100;1
6082;15;7;10;rub;135;3
6082;15;7;13;rub;15;4
6082;15;7;23;rub;30;2
6083;15;3;8;rub;30;2
6084;15;4;9;rub;30;2
6084;15;4;10;rub;120;3
6084;15;3;5;rub;50;1
6084;15;3;2;rub;85;1
6084;15;8;21;rub;50;1
6084;15;8;19;rub;35;1
6084;15;9;5;rub;50;1
6085;15;8;21;rub;50;1
6085;15;8;13;rub;15;4
6085;15;8;23;rub;30;2
6086;15;3;5;rub;400;1
6086;15;3;2;rub;170;1
6087;15;3;13;rub;300;4
6088;15;3;5;rub;50;1
6089;15;3;5;rub;50;1
6090;16;9;5;rub;100;1
6091;16;8;21;rub;50;1
6092;16;7;5;rub;50;1
6092;16;7;13;rub;15;4
6092;16;7;23;rub;30;2
6092;16;8;21;rub;50;1
6092;16;8;13;rub;15;4
6092;16;8;23;rub;30;2
6093;16;4;13;rub;15;4
6093;16;7;13;rub;15;4
6093;16;7;23;rub;30;2
6093;16;8;13;rub;15;4
6093;16;9;13;rub;15;4
6094;16;7;5;rub;50;1
6095;16;8;21;rub;50;1
6095;16;8;13;rub;15;4
6095;16;8;23;rub;30;2
6096;16;7;5;rub;50;1
6097;16;7;5;rub;50;1
6097;16;7;13;rub;15;4
6097;16;7;23;rub;30;2
6098;16;7;23;rub;30;2
6099;16;7;5;rub;100;1
6100;17;8;21;rub;50;1
6101;17;9;9;rub;150;2
6101;17;9;5;rub;50;1
6102;17;8;21;rub;50;1
6103;17;7;5;rub;2000;1
6104;17;8;21;rub;100;1
6105;17;9;9;rub;60;2
6106;17;8;21;rub;50;1
6107;17;8;21;rub;50;1
6107;17;9;9;rub;30;2
6107;17;9;5;rub;50;1
6108;17;8;21;rub;100;1
6109;17;4;9;rub;30;2
6109;17;4;13;rub;15;4
6109;17;4;21;rub;50;1
6109;17;5;9;rub;30;2
6109;17;5;13;rub;15;4
6109;17;5;25;rub;50;1
6109;17;3;5;rub;50;1
6109;17;3;8;rub;30;2
6109;17;3;13;rub;20;4
6109;17;7;13;rub;15;4
6109;17;7;23;rub;30;2
6109;17;8;10;rub;135;3
6109;17;8;13;rub;15;4
6109;17;8;23;rub;90;2
6109;17;9;9;rub;30;2
6109;17;9;13;rub;15;4
6110;18;8;21;rub;100;1
6111;18;8;20;rub;45;2
6111;18;8;23;rub;30;2
6112;18;8;13;rub;30;4
6113;18;9;5;rub;50;1
6114;18;8;23;rub;30;2
6115;18;4;9;rub;30;2
6115;18;5;9;rub;30;2
6115;18;5;13;rub;15;4
6115;18;3;5;rub;50;1
6115;18;3;8;rub;30;2
6115;18;3;13;rub;20;4
6115;18;7;13;rub;15;4
6115;18;7;23;rub;30;2
6115;18;8;13;rub;15;4
6115;18;8;23;rub;30;2
6115;18;9;9;rub;30;2
6115;18;9;13;rub;15;4
6116;18;3;5;rub;50;1
6117;18;7;10;rub;135;3
6118;18;3;13;rub;20;4
6119;18;5;14;rub;30;2
6119;18;3;5;rub;50;1
6119;18;7;23;rub;30;2
6119;18;9;5;rub;50;1
6120;19;3;5;rub;400;1
6121;19;3;5;rub;350;1
6122;19;3;5;rub;150;1
6123;19;3;5;rub;250;1
6124;19;7;23;rub;30;2
6125;19;9;5;rub;250;1
6126;19;9;5;rub;50;1
6127;19;9;5;rub;50;1
6128;19;8;20;rub;45;2
6129;19;4;9;rub;30;2
6129;19;4;14;rub;30;2
6129;19;4;17;rub;35;1
6129;19;4;13;rub;15;4
6129;19;5;9;rub;30;2
6129;19;5;14;rub;30;2
6129;19;5;13;rub;15;4
6129;19;3;16;rub;75;3
6129;19;3;8;rub;30;2
6129;19;3;7;rub;54;2
6129;19;3;12;rub;115;4
6129;19;3;13;rub;20;4
6129;19;3;15;rub;100;1
6129;19;7;13;rub;15;4
6129;19;7;26;rub;57;2
6129;19;7;23;rub;30;2
6129;19;8;20;rub;45;2
6129;19;8;13;rub;15;4
6129;19;8;23;rub;30;2
6129;19;9;9;rub;30;2
6129;19;9;20;rub;54;2
6129;19;9;10;rub;145;3
6129;19;9;13;rub;15;4
6129;19;9;5;rub;50;1
6130;20;9;5;rub;50;1
6131;20;3;16;rub;75;3
6131;20;3;8;rub;330;2
6131;20;3;7;rub;270;2
6131;20;3;12;rub;115;4
6131;20;3;13;rub;220;4
6132;20;9;9;rub;30;2
6132;20;9;13;rub;15;4
6132;20;9;5;rub;550;1
6134;20;9;5;rub;50;1
6135;20;3;8;rub;30;2
6136;20;9;9;rub;30;2
6136;20;9;20;rub;54;2
6136;20;9;13;rub;15;4
6137;20;3;8;rub;30;2
6137;20;7;23;rub;30;2
6137;20;8;23;rub;30;2
6138;20;5;3;rub;200;1
6139;20;9;9;rub;30;2
6139;20;9;13;rub;15;4
6140;20;9;20;rub;54;2
6141;21;7;23;rub;60;2
6142;21;9;13;rub;15;4
6143;21;9;9;rub;30;2
6144;21;7;23;rub;30;2
6145;21;8;13;rub;15;4
6146;21;3;16;rub;75;3
6147;21;7;23;rub;30;2
6148;21;3;8;rub;30;2
6148;21;3;13;rub;20;4
6148;21;7;13;rub;15;4
6148;21;8;13;rub;15;4
6148;21;8;23;rub;30;2
6148;21;9;13;rub;15;4
6149;21;9;20;rub;54;2
6149;21;9;13;rub;15;4
6150;21;4;18;rub;200;1
6151;22;3;15;rub;100;1
6152;22;9;9;rub;60;2
6153;22;9;9;rub;600;2
6154;22;9;13;rub;105;4
6155;22;9;9;rub;60;2
6155;22;9;20;rub;108;2
6156;22;9;5;rub;250;1
6157;22;9;9;rub;300;2
6158;22;3;8;rub;60;2
6159;22;4;9;rub;150;2
6160;22;4;9;rub;60;2
6161;23;9;9;rub;30;2
6162;23;3;8;rub;150;2
6163;23;7;23;rub;30;2
6164;23;3;8;rub;30;2
6164;23;7;23;rub;30;2
6164;23;9;9;rub;30;2
6165;23;9;9;rub;300;2
6165;23;9;13;rub;150;4
6166;23;3;8;rub;30;2
6167;23;4;9;rub;30;2
6167;23;4;13;rub;15;4
6167;23;5;14;rub;30;2
6167;23;9;9;rub;30;2
6167;23;9;13;rub;15;4
6168;23;8;23;rub;30;2
6169;23;3;8;rub;30;2
6170;23;7;23;rub;30;2
6171;24;8;23;rub;30;2
6172;24;7;23;rub;30;2
6173;24;9;13;rub;15;4
6174;24;4;10;rub;120;3
6174;24;4;13;rub;45;4
6174;24;3;13;rub;60;4
6174;24;7;10;rub;135;3
6174;24;7;26;rub;57;2
6174;24;8;13;rub;45;4
6175;24;9;9;rub;30;2
6176;24;3;8;rub;30;2
6177;24;7;26;rub;57;2
6178;24;9;9;rub;30;2
6178;24;9;13;rub;15;4
6179;24;9;9;rub;60;2
6179;24;9;20;rub;54;2
6179;24;9;13;rub;30;4
6180;24;9;9;rub;30;2
6181;25;4;9;rub;30;2
6181;25;4;13;rub;15;4
6181;25;7;13;rub;15;4
6181;25;8;13;rub;15;4
6181;25;8;23;rub;30;2
6182;25;9;9;rub;30;2
6183;25;7;13;rub;45;4
6183;25;7;26;rub;57;2
6183;25;7;23;rub;90;2
6184;25;7;13;rub;60;4
6184;25;7;23;rub;150;2
6185;25;7;26;rub;114;2
6186;25;7;23;rub;300;2
6187;25;7;26;rub;57;2
6188;25;9;9;rub;90;2
6189;25;3;13;rub;100;4
6190;25;9;9;rub;30;2
6190;25;9;20;rub;54;2
6190;25;9;13;rub;15;4
6191;26;9;9;rub;60;2
6191;26;9;20;rub;108;2
6191;26;9;13;rub;30;4
6192;26;3;8;rub;30;2
6193;26;7;23;rub;30;2
6194;26;8;23;rub;30;2
6195;26;5;14;rub;30;2
6196;26;5;13;rub;15;4
6197;26;9;9;rub;30;2
6198;26;4;14;rub;30;2
6198;26;4;17;rub;35;1
6198;26;5;14;rub;30;2
6198;26;5;24;rub;85;1
6198;26;3;7;rub;54;2
6198;26;3;15;rub;100;1
6198;26;7;13;rub;15;4
6198;26;7;26;rub;57;2
6198;26;8;20;rub;45;2
6198;26;8;13;rub;15;4
6198;26;9;20;rub;54;2
6198;26;9;13;rub;15;4
6199;26;9;9;rub;90;2
6200;26;9;13;rub;30;4
6201;27;4;9;rub;30;2
6202;27;7;23;rub;30;2
6202;27;8;23;rub;30;2
6203;27;3;13;rub;20;4
6204;27;9;9;rub;300;2
6204;27;9;20;rub;54;2
6204;27;9;13;rub;150;4
6205;27;5;25;rub;50;1
6207;27;3;12;rub;115;4
6208;27;5;9;rub;120;2
6209;27;5;13;rub;105;4
6210;27;3;8;rub;30;2
6210;27;8;13;rub;15;4
6210;27;9;9;rub;30;2
6210;27;9;13;rub;15;4
6211;27;9;9;rub;150;2
6212;28;10;9;rub;30;2
6213;28;10;5;rub;50;1
6213;28;10;27;rub;50;1
6213;28;10;28;rub;50;1
6214;28;10;28;rub;250;1
6215;28;10;9;rub;30;2
6215;28;10;13;rub;15;4
6215;28;10;5;rub;50;1
6215;28;10;27;rub;50;1
6215;28;10;28;rub;50;1
6216;28;5;14;rub;30;2
6217;28;9;9;rub;30;2
6217;28;9;20;rub;54;2
6218;28;10;27;rub;350;1
6219;28;7;23;rub;60;2
6220;28;5;9;rub;30;2
6220;28;10;5;rub;50;1
6220;28;3;8;rub;30;2
6220;28;3;13;rub;20;4
6220;28;7;13;rub;15;4
6220;28;7;26;rub;114;2
6220;28;7;23;rub;30;2
6220;28;8;20;rub;90;2
6220;28;8;13;rub;15;4
6220;28;8;23;rub;30;2
6220;28;9;9;rub;30;2
6220;28;9;13;rub;15;4
6221;28;10;5;rub;100;1
6222;29;10;5;rub;50;1
6223;29;10;9;rub;60;2
6224;29;10;9;rub;300;2
6225;29;9;9;rub;300;2
6226;29;10;5;rub;100;1
6227;29;10;5;rub;300;1
6228;29;9;13;rub;30;4
6229;29;10;5;rub;100;1
6229;29;10;27;rub;50;1
6229;29;10;28;rub;50;1
6230;29;10;5;rub;100;1
6230;29;10;27;rub;100;1
6230;29;10;28;rub;100;1
6231;29;5;9;rub;60;2
6232;30;8;23;rub;60;2
6233;30;3;8;rub;30;2
6234;30;5;14;rub;30;2
6234;30;3;13;rub;20;4
6235;30;10;9;rub;30;2
6235;30;10;20;rub;30;2
6235;30;10;14;rub;30;2
6235;30;10;16;rub;75;3
6235;30;10;13;rub;15;4
6235;30;10;5;rub;250;1
6236;30;10;5;rub;100;1
6237;30;10;9;rub;30;2
6238;30;10;5;rub;50;1
6239;30;10;5;rub;50;1
6240;30;10;28;rub;50;1
6241;30;3;8;rub;270;2
6242;31;5;13;rub;30;4
6243;31;5;13;rub;15;4
6244;31;5;9;rub;30;2
6244;31;5;14;rub;30;2
6244;31;5;13;rub;15;4
6244;31;10;9;rub;90;2
6244;31;10;13;rub;75;4
6244;31;10;5;rub;50;1
6244;31;10;28;rub;150;1
6244;31;3;8;rub;30;2
6244;31;3;7;rub;54;2
6244;31;3;13;rub;20;4
6244;31;3;15;rub;100;1
6244;31;7;13;rub;30;4
6244;31;7;26;rub;114;2
6244;31;7;23;rub;60;2
6244;31;8;20;rub;45;2
6244;31;8;13;rub;15;4
6244;31;8;23;rub;30;2
6245;31;10;5;rub;100;1
6246;31;10;5;rub;50;1
6246;31;10;28;rub;50;1
6247;31;10;9;rub;30;2
6247;31;10;28;rub;50;1
6248;31;3;8;rub;90;2
6249;31;10;5;rub;50;1
6250;31;10;5;rub;200;1
6251;31;3;7;rub;54;2
6251;31;7;13;rub;15;4
6251;31;7;26;rub;57;2
6251;31;7;23;rub;30;2
6252;32;5;24;rub;85;1
6252;32;8;23;rub;30;2
6253;32;10;5;rub;50;1
6253;32;10;28;rub;50;1
6254;32;7;26;rub;57;2
6255;32;9;9;rub;30;2
6255;32;9;13;rub;15;4
6256;32;10;28;rub;100;1
6257;32;10;5;rub;250;1
6258;32;10;28;rub;50;1
6259;32;3;8;rub;30;2
6260;32;3;13;rub;20;4
6261;32;10;28;rub;250;1
6262;33;10;9;rub;30;2
6263;33;10;5;rub;50;1
6264;33;3;8;rub;30;2
6265;33;10;5;rub;50;1
6266;33;5;9;rub;30;2
6267;33;10;5;rub;150;1
6268;33;10;13;rub;75;4
6269;33;10;28;rub;100;1
6270;33;10;10;rub;120;3
6271;33;10;9;rub;30;2
6271;33;10;20;rub;30;2
6272;34;10;5;rub;50;1
6273;34;10;5;rub;100;1
6274;34;10;5;rub;100;1
6275;34;10;28;rub;250;1
6276;34;10;5;rub;50;1
6276;34;10;28;rub;50;1
6277;34;7;23;rub;30;2
6278;34;10;5;rub;50;1
6279;34;9;13;rub;15;4
6280;34;7;13;rub;15;4
6280;34;7;23;rub;30;2
6281;34;9;20;rub;54;2
6282;35;5;9;rub;30;2
6283;35;3;7;rub;54;2
6283;35;3;13;rub;20;4
6284;35;10;5;rub;50;1
6284;35;10;28;rub;50;1
6285;35;10;20;rub;30;2
6286;35;5;9;rub;90;2
6286;35;5;13;rub;15;4
6286;35;10;9;rub;90;2
6286;35;10;13;rub;15;4
6286;35;10;5;rub;50;1
6286;35;3;8;rub;90;2
6286;35;3;13;rub;20;4
6286;35;3;15;rub;100;1
6286;35;7;13;rub;15;4
6286;35;7;23;rub;90;2
6286;35;8;10;rub;135;3
6286;35;8;13;rub;15;4
6286;35;8;23;rub;90;2
6286;35;9;9;rub;90;2
6286;35;9;13;rub;15;4
6287;35;3;8;rub;150;2
6288;35;3;13;rub;40;4
6289;35;9;9;rub;30;2
6290;35;3;8;rub;30;2
6291;35;10;5;rub;50;1
6292;36;10;28;rub;50;1
6293;36;10;5;rub;50;1
6294;36;10;5;rub;850;1
6294;36;10;28;rub;250;1
6294;36;3;8;rub;30;2
6294;36;3;7;rub;54;2
6294;36;9;9;rub;30;2
6294;36;9;20;rub;54;2
6295;36;10;5;rub;50;1
6296;36;10;9;rub;30;2
6297;36;10;20;rub;30;2
6298;36;10;20;rub;30;2
6299;36;3;8;rub;30;2
6300;36;9;9;rub;30;2
6301;36;5;9;rub;30;2
6302;37;10;9;rub;30;2
6303;37;3;8;rub;30;2
6304;37;7;23;rub;300;2
6305;37;10;9;rub;600;2
6306;37;3;8;rub;300;2
6307;37;10;9;rub;30;2
6308;37;7;23;rub;150;2
6309;37;7;13;rub;30;4
6309;37;7;23;rub;60;2
6310;37;5;14;rub;30;2
6310;37;10;20;rub;30;2
6310;37;10;13;rub;15;4
6310;37;3;13;rub;20;4
6310;37;7;26;rub;57;2
6310;37;8;20;rub;45;2
6310;37;9;13;rub;15;4
6311;37;9;9;rub;90;2
6312;38;10;9;rub;30;2
6313;38;10;9;rub;900;2
6314;38;9;9;rub;30;2
6315;38;3;12;rub;115;4
6316;38;10;10;rub;120;3
6318;38;10;13;rub;15;4
6319;38;7;23;rub;30;2
6320;38;3;8;rub;30;2
6321;38;10;9;rub;30;2
6322;38;10;9;rub;30;2
6323;39;10;9;rub;30;2
6323;39;10;13;rub;15;4
6324;39;7;23;rub;30;2
6325;39;9;9;rub;30;2
6326;39;9;9;rub;30;2
6326;39;9;13;rub;15;4
6327;39;10;20;rub;30;2
6328;39;10;9;rub;300;2
6329;39;5;9;rub;30;2
6329;39;5;13;rub;15;4
6329;39;3;13;rub;20;4
6329;39;7;13;rub;15;4
6329;39;8;13;rub;15;4
6330;39;10;13;rub;30;4
6331;39;3;7;rub;54;2
6332;39;9;9;rub;150;2
6333;40;9;20;rub;54;2
6334;40;9;9;rub;60;2
6335;40;3;8;rub;30;2
6336;40;5;9;rub;150;2
6337;40;9;9;rub;30;2
6338;40;3;8;rub;30;2
6339;40;9;13;rub;30;4
6340;40;8;23;rub;30;2
6341;40;5;9;rub;30;2
6341;40;10;9;rub;30;2
6341;40;10;13;rub;15;4
6341;40;3;13;rub;20;4
6341;40;7;13;rub;15;4
6341;40;7;23;rub;30;2
6341;40;8;13;rub;15;4
6341;40;8;23;rub;30;2
6341;40;9;9;rub;30;2
6341;40;9;13;rub;15;4
6342;40;10;9;rub;60;2
6342;40;10;13;rub;30;4
6342;40;9;20;rub;54;2
6342;40;9;13;rub;30;4
6343;41;5;18;rub;200;1
6343;41;7;13;rub;15;4
6343;41;8;23;rub;30;2
6344;41;10;9;rub;30;2
6344;41;10;13;rub;15;4
6344;41;3;8;rub;30;2
6344;41;3;12;rub;115;4
6344;41;3;13;rub;20;4
6344;41;7;13;rub;15;4
6344;41;7;23;rub;30;2
6344;41;8;13;rub;15;4
6344;41;8;23;rub;30;2
6344;41;9;9;rub;30;2
6344;41;9;13;rub;15;4
6345;41;5;9;rub;30;2
6345;41;5;13;rub;15;4
6345;41;5;18;rub;200;1
6345;41;5;24;rub;85;1
6346;41;3;8;rub;30;2
6346;41;3;7;rub;54;2
6346;41;3;12;rub;115;4
6347;41;10;13;rub;15;4
6347;41;9;20;rub;54;2
6348;41;8;13;rub;15;4
6349;41;9;20;rub;54;2
6350;41;9;13;rub;30;4
6351;41;9;9;rub;900;2
6352;41;9;9;rub;30;2
6353;42;9;13;rub;15;4
6354;42;7;23;rub;30;2
6355;42;7;13;rub;15;4
6356;42;9;9;rub;30;2
6357;42;3;13;rub;60;4
6358;42;8;20;rub;45;2
6359;42;7;10;rub;135;3
6360;42;8;13;rub;75;4
6361;42;10;13;rub;15;4
6362;42;3;7;rub;54;2
6363;43;10;20;rub;30;2
6364;43;5;16;rub;75;3
6365;43;5;13;rub;15;4
6366;43;5;14;rub;30;2
6367;43;9;20;rub;54;2
6368;43;5;9;rub;30;2
6368;43;5;14;rub;30;2
6368;43;5;13;rub;75;4
6369;43;10;20;rub;30;2
6369;43;3;7;rub;54;2
6370;43;10;13;rub;15;4
6371;43;7;13;rub;15;4
6371;43;7;26;rub;57;2
6371;43;7;23;rub;30;2
6372;43;3;8;rub;30;2
6372;43;3;7;rub;54;2
6372;43;3;13;rub;60;4
6373;44;9;13;rub;15;4
6374;44;7;23;rub;30;2
6375;44;9;9;rub;300;2
6376;44;9;13;rub;150;4
6377;44;10;9;rub;30;2
6378;44;3;7;rub;54;2
6379;44;9;9;rub;150;2
6379;44;9;20;rub;108;2
6379;44;9;13;rub;105;4
6380;44;7;13;rub;15;4
6380;44;7;23;rub;30;2
6380;44;8;13;rub;15;4
6380;44;9;13;rub;15;4
6381;44;9;9;rub;30;2
6382;44;8;20;rub;90;2
6383;45;5;9;rub;150;2
6384;45;8;13;rub;105;4
6385;45;3;8;rub;90;2
6386;45;9;9;rub;150;2
6387;45;9;13;rub;105;4
6388;45;9;20;rub;108;2
6389;45;9;9;rub;30;2
6390;45;7;26;rub;57;2
6390;45;7;23;rub;30;2
6391;45;2;29;rub;100;1
6392;45;10;13;rub;15;4
6392;45;9;9;rub;30;2
6393;46;9;9;rub;150;2
6393;46;9;13;rub;15;4
6394;46;8;13;rub;15;4
6394;46;8;23;rub;90;2
6395;46;7;13;rub;150;4
6396;46;9;13;rub;15;4
6398;46;10;9;rub;30;2
6398;46;3;13;rub;20;4
6398;46;8;20;rub;45;2
6399;46;3;8;rub;30;2
6400;46;8;13;rub;15;4
6401;46;9;13;rub;15;4
6402;46;5;13;rub;15;4
6403;46;3;13;rub;20;4
6404;47;8;23;rub;30;2
6405;47;9;13;rub;15;4
6406;47;7;26;rub;57;2
6407;47;9;9;rub;90;2
6407;47;9;20;rub;162;2
6407;47;9;13;rub;45;4
6408;47;7;23;rub;90;2
6409;47;8;13;rub;75;4
6410;47;3;13;rub;100;4
6411;47;8;23;rub;90;2
6412;47;7;23;rub;90;2
6413;47;10;9;rub;90;2
6414;48;9;9;rub;90;2
6415;48;9;13;rub;75;4
6416;48;10;20;rub;30;2
6417;48;9;9;rub;30;2
6418;48;5;14;rub;30;2
6418;48;5;13;rub;15;4
6419;48;5;9;rub;30;2
6419;48;10;13;rub;15;4
6419;48;3;8;rub;30;2
6419;48;7;13;rub;15;4
6420;48;9;9;rub;240;2
6420;48;9;13;rub;45;4
6421;48;9;13;rub;90;4
6422;48;5;14;rub;30;2
6423;48;10;9;rub;30;2
6424;49;9;20;rub;54;2
6425;49;8;20;rub;45;2
6425;49;8;23;rub;30;2
6426;49;10;13;rub;45;4
6427;49;7;23;rub;90;2
6428;49;3;8;rub;30;2
6428;49;3;7;rub;108;2
6428;49;3;13;rub;20;4
6428;49;9;9;rub;30;2
6428;49;9;20;rub;54;2
6428;49;9;13;rub;15;4
6429;49;10;9;rub;30;2
6429;49;10;20;rub;30;2
6429;49;10;13;rub;15;4
6430;49;10;13;rub;15;4
6431;49;9;20;rub;54;2
6432;49;8;13;rub;15;4
6433;49;8;20;rub;45;2
6434;50;7;23;rub;30;2
6435;50;3;8;rub;30;2
6436;50;5;9;rub;30;2
6437;50;10;13;rub;15;4
6438;50;10;20;rub;30;2
6439;50;3;13;rub;20;4
6440;50;9;13;rub;15;4
6441;50;8;13;rub;150;4
6442;50;8;23;rub;150;2
6443;50;11;9;rub;30;2
6444;51;12;30;rub;50;1
6445;51;12;9;rub;30;2
6446;51;12;13;rub;20;4
6447;51;12;31;rub;50;1
6448;51;12;20;rub;54;2
6449;51;5;13;rub;15;4
6450;51;11;13;rub;20;4
6451;51;11;32;rub;50;1
6452;51;12;30;rub;50;1
6452;51;12;33;rub;50;1
6453;51;5;9;rub;30;2
6453;51;10;9;rub;30;2
6453;51;3;8;rub;30;2
